Application ID,Application Name,Module ID,Module Name,Functionaliyt ID,Functionality Name,Release ID,Release Name,Defect ID,Type of Defect,Defect Reason,Defect Description,Severity ,RCA,Release Date,Defect Creation Date,Defect Fix Date,Complexity,Business Impact,Hotspot,Latest_Func_Rel
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2124,UI,Code,Maps>=250 Data Tree Submit does not have filters for documentation which is missing in UI,MEDIUM,UI desgin was modified as per the requirements,6/10/2020,6/21/2020,7/8/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2125,Business Logic,Design,Maps>=250 Data Tree Submit shows incorrect process scheduling which is missing in excel,MEDIUM,UI desgin was modified as per the requirements,6/10/2020,8/6/2020,8/6/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2126,Business Logic,Third Party,Maps>=250 Data Tree Submit has defect in Loss Details which is missing in UI,MEDIUM,Issues were fixed by making changes in the setup,6/10/2020,8/5/2020,9/22/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2127,UI,Third Party,Maps>=250 Data Tree Submit does not have filters for research and filters are faulty,MEDIUM,Code was corrected after confirming the changes with developer,6/10/2020,7/21/2020,8/29/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2128,Data,Design,Maps>=250 Data Tree Submit shows incorrect data and does not work,MEDIUM,Code was corrected after confirming the changes with developer,6/10/2020,8/3/2020,8/29/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2129,UI,Requirements,Maps>=250 Data Tree Submit is not downloading for service logic and filters are applied with default values,MEDIUM,UI desgin was modified as per the requirements,6/10/2020,8/9/2020,8/17/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2130,UI,Code,Maps>=250 Data Tree Submit has some amount dropping for all periods when  filter is selected as ALL.,MEDIUM,Data format was changed to fetch the data using code from the database,6/10/2020,7/10/2020,8/31/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2131,Data,Requirements,There is no data in the Trnx tab withquarter period as 2020Q2 although all the records processed have accounting period of 5 with fiscal year 2020 in Maps>=250 Data Tree Submit. ,MEDIUM,New requirements were added to the project afer confirming with Client,6/10/2020,6/21/2020,8/18/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2132,Business Logic,Requirements,Maps>=250 Data Tree Submit has faulty code which is not downloading,MEDIUM,New files created for handling new data coming into the database,6/10/2020,8/2/2020,8/19/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2133,Business Logic,Code,Maps>=250 Data Tree Submit does not have filters for documentation which is missing in UI,MEDIUM,Code was corrected after confirming the changes with developer,6/10/2020,6/27/2020,7/13/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2134,UI,Environment,Maps>=250 Data Tree Submit has faulty code which is not downloading,MEDIUM,Code was modified by adding new dependencies,6/10/2020,6/15/2020,7/6/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2135,UI,Code,Maps>=250 Data Tree Submit does not have filters for documentation which is missing in UI,MEDIUM,Data in the table - RECON_SAMPLE corrected after confirming with BA,6/10/2020,7/7/2020,8/27/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2136,UI,Design,Maps>=250 Data Tree Submit shows incorrect process scheduling which is missing in excel,MEDIUM,Validation of data corrected with new requirements added to the project,6/10/2020,6/12/2020,7/20/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2137,Business Logic,Data,Maps>=250 Data Tree Submit has defect in Loss Details which is missing in UI,MEDIUM,UI desgin was modified as per the requirements,6/10/2020,7/16/2020,9/3/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2138,Data,Design,Maps>=250 Data Tree Submit does not have filters for research and filters are faulty,MEDIUM,Code was modified by adding new dependencies,6/10/2020,8/3/2020,8/13/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2139,UI,Code,Maps>=250 Data Tree Submit shows incorrect data and does not work,MEDIUM,New requirements were added to the project afer confirming with Client,6/10/2020,6/21/2020,7/6/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2140,UI,Requirements,Maps>=250 Data Tree Submit is not downloading for service logic and filters are applied with default values,MEDIUM,Data in the table - RECON_SAMPLE corrected after confirming with BA,6/10/2020,7/31/2020,9/18/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2141,Business Logic,Environment,Maps>=250 Data Tree Submit has some amount dropping for all periods when  filter is selected as ALL.,MEDIUM,Data format was changed to fetch the data using code from the database,6/10/2020,7/23/2020,9/9/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,194,Maps>=250 Data Tree Submit,10,RTI1000,2142,UI,Code,There is no data in the Trnx tab withquarter period as 2020Q2 although all the records processed have accounting period of 5 with fiscal year 2020 in Maps>=250 Data Tree Submit. ,MEDIUM,Data in the table - RECON_SAMPLE corrected after confirming with BA,6/10/2020,7/16/2020,8/20/2020,3.95,1,0,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,10,RTI1000,2143,Business Logic,Data,Excel icon for Maps>=250 Data Tree Add Rows matching report is not shown correctly. It downloads same report as TTS tab excel export.,LOW,UI desgin was modified as per the requirements,6/10/2020,7/20/2020,7/31/2020,1.65,1,0,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,10,RTI1000,2144,Business Logic,Environment,Maps>=250 Data Tree Add Rows contains bug in code which is incorrect,LOW,Code was corrected after confirming the changes with developer,6/10/2020,7/29/2020,8/16/2020,1.65,1,0,0
1220,MERLIN,M17,Maps>=250,203,Maps>=250 Data Tree Add Rows,10,RTI1000,2145,UI,Third Party,Maps>=250 Data Tree Add Rows has defect in Loss Details which is incorrect,LOW,Data format was changed to fetch the data using code from the database,6/10/2020,6/27/2020,8/26/2020,1.65,1,0,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2146,Data,Data,Geography Popup - Zoom in has faulty process scheduling which is missing in UI,MEDIUM,UI desgin was modified as per the requirements,6/10/2020,7/31/2020,8/4/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2147,Business Logic,Design,Last Modified date is not updating correctly in Review Details grid in Geography Popup - Zoom in,MEDIUM,New requirements were added to the project afer confirming with Client,6/10/2020,8/1/2020,9/20/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2148,Data,Design,All Geography Popup - Zoom in & Geography Popup - Zoom out shows duplicate TI Details,MEDIUM,Data format was changed to fetch the data using code from the database,6/10/2020,7/27/2020,8/18/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2149,UI,Design,Geography Popup - Zoom in has functionality DQM excel and does not work,MEDIUM,Issues were fixed by making changes in the setup,6/10/2020,7/21/2020,9/16/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2150,Business Logic,Third Party,Geography Popup - Zoom in has faulty safety measures and filters are applied with default values,MEDIUM,Code API was modified in controller as per new data format in the database,6/10/2020,7/26/2020,8/17/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2151,UI,Third Party,Geography Popup - Zoom in is not downloading for service logic which is missing in UI,MEDIUM,Code API was modified in controller as per new data format in the database,6/10/2020,6/30/2020,7/28/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2152,Business Logic,Requirements,Geography Popup - Zoom in does not have filters for content and does not work,MEDIUM,New requirements were added to the project afer confirming with Client,6/10/2020,6/22/2020,7/16/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2153,Data,Third Party,Geography Popup - Zoom in has faulty process scheduling which is missing in UI,MEDIUM,Code was modified by adding new dependencies,6/10/2020,7/9/2020,8/16/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2154,Business Logic,Data,Geography Popup - Zoom in has faulty process scheduling which is missing in UI,MEDIUM,Code was modified by adding new dependencies,6/10/2020,7/5/2020,8/1/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2155,Data,Design,Last Modified date is not updating correctly in Review Details grid in Geography Popup - Zoom in,MEDIUM,Data format was changed to fetch the data using code from the database,6/10/2020,7/21/2020,9/5/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2156,UI,Environment,All Geography Popup - Zoom in & Geography Popup - Zoom out shows duplicate TI Details,MEDIUM,New requirements were added to the project afer confirming with Client,6/10/2020,8/6/2020,9/14/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2157,Business Logic,Third Party,Geography Popup - Zoom in has functionality DQM excel and does not work,MEDIUM,Validation of data corrected with new requirements added to the project,6/10/2020,7/17/2020,8/26/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2158,Data,Requirements,Geography Popup - Zoom in has faulty safety measures and filters are applied with default values,MEDIUM,Code was corrected after confirming the changes with developer,6/10/2020,6/12/2020,7/14/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2159,Business Logic,Environment,Geography Popup - Zoom in is not downloading for service logic which is missing in UI,MEDIUM,New files created for handling new data coming into the database,6/10/2020,6/25/2020,7/17/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2160,Business Logic,Third Party,Geography Popup - Zoom in does not have filters for content and does not work,MEDIUM,Code was corrected after confirming the changes with developer,6/10/2020,7/3/2020,8/1/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2161,Business Logic,Data,Geography Popup - Zoom in has faulty process scheduling which is missing in UI,MEDIUM,Code API was modified in controller as per new data format in the database,6/10/2020,6/21/2020,7/6/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2162,UI,Third Party,Geography Popup - Zoom in has faulty process scheduling which is missing in UI,MEDIUM,UI desgin was modified as per the requirements,6/10/2020,7/6/2020,8/17/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2163,Data,Design,Last Modified date is not updating correctly in Review Details grid in Geography Popup - Zoom in,MEDIUM,Data in the table - RECON_SAMPLE corrected after confirming with BA,6/10/2020,6/13/2020,7/7/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2164,Data,Third Party,All Geography Popup - Zoom in & Geography Popup - Zoom out shows duplicate TI Details,MEDIUM,UI desgin was modified as per the requirements,6/10/2020,7/3/2020,8/13/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2165,Data,Third Party,Geography Popup - Zoom in has functionality DQM excel and does not work,MEDIUM,Validation of data corrected with new requirements added to the project,6/10/2020,6/12/2020,7/3/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2166,Business Logic,Environment,Geography Popup - Zoom in has faulty safety measures and filters are applied with default values,MEDIUM,Data format was changed to fetch the data using code from the database,6/10/2020,6/27/2020,7/4/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2167,Business Logic,Data,Geography Popup - Zoom in is not downloading for service logic which is missing in UI,MEDIUM,New requirements were added to the project afer confirming with Client,6/10/2020,8/7/2020,9/19/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2168,UI,Requirements,Geography Popup - Zoom in does not have filters for content and does not work,MEDIUM,New requirements were added to the project afer confirming with Client,6/10/2020,6/29/2020,7/20/2020,0.87,3,1,0
1220,MERLIN,M18,Geography Popup,261,Geography Popup - Zoom in,10,RTI1000,2169,UI,Environment,Geography Popup - Zoom in has faulty process scheduling which is missing in UI,MEDIUM,Validation of data corrected with new requirements added to the project,6/10/2020,6/20/2020,7/14/2020,0.87,3,1,0
1220,MERLIN,M16,ROC,169,Add Issue to ROC,10,RTI1000,2170,Data,Code,"One event 66213 doesnot show the TTS status as Exact Match in matching report, although the attributes like ROC, GDL account, Local currency are same between TTS and Add Issue to ROC tab.",HIGH,Issues were fixed by making changes in the setup,6/10/2020,6/23/2020,7/10/2020,2.8,0,1,0
1220,MERLIN,M16,ROC,169,Add Issue to ROC,10,RTI1000,2171,UI,Environment,Geography details shown in all the tabs of Add Issue to ROC are incorrect.,HIGH,Validation of data corrected with new requirements added to the project,6/10/2020,6/26/2020,7/2/2020,2.8,0,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2172,Data,Design,RCM Management Loss vs TTS screen does not show all the data as per selected period.,LOW,Code was corrected after confirming the changes with developer,6/10/2020,7/19/2020,8/20/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2173,Data,Third Party,Total Amount for RCM Management Loss Capture under RCM Management Loss Capture vs TTS is shown as $0 in both RADEE views.,LOW,New files created for handling new data coming into the database,6/10/2020,6/11/2020,6/17/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2174,Data,Third Party,For RCM Management Loss Details tab excel export is empty in both RADE and RADEE views,LOW,Data format was changed to fetch the data using code from the database,6/10/2020,6/26/2020,8/21/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2175,UI,Code,RCM Management Loss vs RTM recon excel is not downloading for Q2 2020 RADEEview.,LOW,UI desgin was modified as per the requirements,6/10/2020,8/7/2020,9/10/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2176,UI,Requirements,TTS excel doesnot have filters for Finance dataset and RCM Management dataset.,LOW,Validation of data corrected with new requirements added to the project,6/10/2020,7/10/2020,9/3/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2177,Business Logic,Data,"RCM Management Loss vs RTM screen does not show the variance explantion and user comments in UI in both RADEE and RADE view. However, the HISTORY OF COMMENTS pop up shows the detail.",LOW,Code was corrected after confirming the changes with developer,6/10/2020,7/8/2020,8/20/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2178,Business Logic,Third Party,RCM Management Loss vs TTS excel shows incorrect comments and explantion.,LOW,New requirements were added to the project afer confirming with Client,6/10/2020,7/24/2020,9/1/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2179,Business Logic,Requirements,RCM Management Loss vs TTS screen does not show all the data as per selected period.,LOW,Data format was changed to fetch the data using code from the database,6/10/2020,7/24/2020,8/30/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2180,Business Logic,Design,Total Amount for RCM Management Loss Capture under RCM Management Loss Capture vs TTS is shown as $0 in both RADEE views.,LOW,New requirements were added to the project afer confirming with Client,6/10/2020,6/13/2020,7/6/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2181,UI,Design,For RCM Management Loss Details tab excel export is empty in both RADE and RADEE views,LOW,New requirements were added to the project afer confirming with Client,6/10/2020,6/17/2020,8/2/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,217,RCM Management,10,RTI1000,2182,Business Logic,Environment,RCM Management Loss vs RTM recon excel is not downloading for Q2 2020 RADEEview.,LOW,New requirements were added to the project afer confirming with Client,6/10/2020,7/11/2020,8/24/2020,1.5,3,1,0
1220,MERLIN,M20,RCM Management,215,Check Breach Issues,10,RTI1000,2183,Data,Requirements,Headers for transaction amount(LCY) and transaction amount(USD) are not showing completely in the UI of Check Breach Issues tab.,MEDIUM,Data in the table - RECON_SAMPLE corrected after confirming with BA,6/10/2020,8/5/2020,8/18/2020,1.98,0,0,0
1220,MERLIN,M19,Breach/Issues,162,Breach Details Send Email,10,RTI1000,2184,Business Logic,Design,"On Starting  the review for ROC Management, system doesn't send the Breach Details Send Email to SME, instead it sends a different email as review started",LOW,Code API was modified in controller as per new data format in the database,6/10/2020,7/1/2020,7/11/2020,0.66,0,0,0
1220,MERLIN,M19,Breach/Issues,162,Breach Details Send Email,10,RTI1000,2185,UI,Code,Breach Details Send Email has defect in inventory and filters are faulty,LOW,Code was modified by adding new dependencies,6/10/2020,7/28/2020,8/1/2020,0.66,0,0,0
1220,MERLIN,M19,Breach/Issues,162,Breach Details Send Email,10,RTI1000,2186,Business Logic,Requirements,Breach Details Send Email has third party issues in service logic and filters are applied with default values,LOW,Validation of data corrected with new requirements added to the project,6/10/2020,7/4/2020,7/27/2020,0.66,0,0,0
1220,MERLIN,M19,Breach/Issues,162,Breach Details Send Email,10,RTI1000,2187,UI,Third Party,Breach Details Send Email has third party issues in environment and filters are faulty,LOW,New requirements were added to the project afer confirming with Client,6/10/2020,6/26/2020,7/6/2020,0.66,0,0,0
1220,MERLIN,M19,Breach/Issues,162,Breach Details Send Email,10,RTI1000,2188,Data,Requirements,Breach Details Send Email has defect in inventory and filters are faulty,LOW,Validation of data corrected with new requirements added to the project,6/10/2020,8/5/2020,8/20/2020,0.66,0,0,0
1220,MERLIN,M19,Breach/Issues,162,Breach Details Send Email,10,RTI1000,2189,Data,Data,Breach Details Send Email has third party issues in service logic and filters are applied with default values,LOW,Code API was modified in controller as per new data format in the database,6/10/2020,7/19/2020,9/6/2020,0.66,0,0,0
1220,MERLIN,M19,Breach/Issues,162,Breach Details Send Email,10,RTI1000,2190,Business Logic,Data,Breach Details Send Email has third party issues in environment and filters are faulty,LOW,New files created for handling new data coming into the database,6/10/2020,7/31/2020,8/25/2020,0.66,0,0,0
1220,MERLIN,M12,Merlin vs Seqel,229,Merlin vs Seqel Breach Excel,11,RTI1100,2191,Data,Data,Merlin vs Seqel Breach Excel contains bug in environment which is incorrect,LOW,Data format was changed to fetch the data using code from the database,10/2/2020,11/26/2020,1/8/2020,3.6,1,0,0
1220,MERLIN,M12,Merlin vs Seqel,169,Merlin vs Seqel Tree,11,RTI1100,2192,UI,Data,Merlin vs Seqel Tree does not show the variance explanation in database construction and filters are applied with default values,MEDIUM,Data format was changed to fetch the data using code from the database,10/2/2020,11/9/2020,11/16/2020,2.75,0,1,0
1220,MERLIN,M12,Merlin vs Seqel,169,Merlin vs Seqel Tree,11,RTI1100,2193,UI,Third Party,Merlin vs Seqel Tree shows incorrect Light testation which is incorrect,MEDIUM,Code API was modified in controller as per new data format in the database,10/2/2020,11/16/2020,1/5/2020,2.75,0,1,0
1220,MERLIN,M12,Merlin vs Seqel,169,Merlin vs Seqel Tree,11,RTI1100,2194,Data,Third Party,Merlin vs Seqel Tree shows incorrect analytics and filters are faulty,MEDIUM,Data format was changed to fetch the data using code from the database,10/2/2020,10/28/2020,11/9/2020,2.75,0,1,0
1220,MERLIN,M12,Merlin vs Seqel,169,Merlin vs Seqel Tree,11,RTI1100,2195,UI,Environment,Merlin vs Seqel Tree has defect in technical which is missing in UI,MEDIUM,Data in the table - RECON_SAMPLE corrected after confirming with BA,10/2/2020,10/5/2020,11/19/2020,2.75,0,1,0
1220,MERLIN,M12,Merlin vs Seqel,169,Merlin vs Seqel Tree,11,RTI1100,2196,Data,Design,Merlin vs Seqel Tree does not show the variance explanation in database construction and filters are applied with default values,MEDIUM,Code was corrected after confirming the changes with developer,10/2/2020,11/3/2020,12/7/2020,2.75,0,1,0
1220,MERLIN,M12,Merlin vs Seqel,169,Merlin vs Seqel Tree,11,RTI1100,2197,Business Logic,Data,Merlin vs Seqel Tree shows incorrect Light testation which is incorrect,MEDIUM,Code API was modified in controller as per new data format in the database,10/2/2020,10/26/2020,10/27/2020,2.75,0,1,0
1220,MERLIN,M13,TTS,172,TTS Feed Processing & loading into DB,11,RTI1100,2198,Business Logic,Third Party,TTS Feed Processing & loading into DB has faulty KPI which is missing in UI,LOW,UI desgin was modified as per the requirements,10/2/2020,11/18/2020,1/14/2020,4.2,2,1,0
1220,MERLIN,M13,TTS,172,TTS Feed Processing & loading into DB,11,RTI1100,2199,Business Logic,Environment,TTS Feed Processing & loading into DB shows incorrect inventory and filters are applied with default values,LOW,Code was modified by adding new dependencies,10/2/2020,10/15/2020,11/16/2020,4.2,2,1,0
1220,MERLIN,M13,TTS,172,TTS Feed Processing & loading into DB,11,RTI1100,2200,Data,Environment,TTS Feed Processing & loading into DB shows incorrect documentation and does not work,LOW,UI desgin was modified as per the requirements,10/2/2020,11/21/2020,1/16/2020,4.2,2,1,0
1220,MERLIN,M13,TTS,172,TTS Feed Processing & loading into DB,11,RTI1100,2201,Data,Design,TTS Feed Processing & loading into DB has functionality operations and filters are applied with default values,LOW,Code was modified by adding new dependencies,10/2/2020,10/2/2020,10/13/2020,4.2,2,1,0
1220,MERLIN,M13,TTS,172,TTS Feed Processing & loading into DB,11,RTI1100,2202,Data,Environment,TTS Feed Processing & loading into DB has faulty analytical part and filters are applied with default values,LOW,Code API was modified in controller as per new data format in the database,10/2/2020,10/8/2020,10/25/2020,4.2,2,1,0
1220,MERLIN,M13,TTS,172,TTS Feed Processing & loading into DB,11,RTI1100,2203,Data,Design,TTS Feed Processing & loading into DB does not show the variance explanation in software regulations and does not work,LOW,Validation of data corrected with new requirements added to the project,10/2/2020,11/9/2020,12/17/2020,4.2,2,1,0
1220,MERLIN,M13,TTS,172,TTS Feed Processing & loading into DB,11,RTI1100,2204,UI,Data,TTS Feed Processing & loading into DB has faulty KPI which is missing in UI,LOW,UI desgin was modified as per the requirements,10/2/2020,10/18/2020,11/11/2020,4.2,2,1,0
1220,MERLIN,M14,Skiee vs Seq,181,Skiee vs Seq Breach Excel,11,RTI1100,2205,UI,Code,Skiee vs Seq Breach Excel does not show the variance explanation in technical which is missing in excel,HIGH,New requirements were added to the project afer confirming with Client,10/2/2020,11/19/2020,12/23/2020,3.2,0,1,0
1220,MERLIN,M14,Skiee vs Seq,181,Skiee vs Seq Breach Excel,11,RTI1100,2206,Data,Environment,Skiee vs Seq Breach Excel is not downloading for engineering aspect which is not downloading,HIGH,New files created for handling new data coming into the database,10/2/2020,10/13/2020,12/6/2020,3.2,0,1,0
1220,MERLIN,M14,Skiee vs Seq,181,Skiee vs Seq Breach Excel,11,RTI1100,2207,UI,Environment,Skiee vs Seq Breach Excel contains bug in RI Analysis which is missing in UI,HIGH,Code was corrected after confirming the changes with developer,10/2/2020,10/15/2020,11/29/2020,3.2,0,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,11,RTI1100,2208,Data,Third Party,ROI vs FFS Recon Tree has third party issues in testing modules which is incorrect,MEDIUM,Code was corrected after confirming the changes with developer,10/2/2020,11/14/2020,11/20/2020,2.98,3,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,11,RTI1100,2209,UI,Design,ROI vs FFS Recon Tree contains bug in design which is not downloading,MEDIUM,Data format was changed to fetch the data using code from the database,10/2/2020,10/22/2020,12/15/2020,2.98,3,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,11,RTI1100,2210,Data,Third Party,ROI vs FFS Recon Tree does not have filters for business logic and filters are applied with default values,MEDIUM,Code API was modified in controller as per new data format in the database,10/2/2020,11/2/2020,12/25/2020,2.98,3,1,0
1220,MERLIN,M12,TTS,180,ROI vs TTS Recon Tree,11,RTI1100,2211,Business Logic,Code,ROI vs FFS Recon Tree does not have filters for analytical part which is missing in excel,MEDIUM,Validation of data corrected with new requirements added to the project,10/2/2020,10/8/2020,11/14/2020,2.98,3,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,11,RTI1100,2212,UI,Data,"User with no role/View role to Ack Matching Report context is able to access and update the review information for Ack Matching Report, but expectation is only LQ Users should have this ability.",HIGH,New requirements were added to the project afer confirming with Client,10/2/2020,10/23/2020,12/8/2020,4.3,2,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,11,RTI1100,2213,Data,Code,Unable to sort date columns in Review Details grid in Ack Matching Report,HIGH,Code API was modified in controller as per new data format in the database,10/2/2020,11/3/2020,12/6/2020,4.3,2,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,11,RTI1100,2214,Data,Third Party,Reviewed By in the Ack Matching Report card shows name when there are no review completed yet,HIGH,Issues were fixed by making changes in the setup,10/2/2020,11/1/2020,12/11/2020,4.3,2,1,0
1220,MERLIN,M15,RTM Management,227,Ack Matching Report,11,RTI1100,2215,Data,Data,"User with no role/View role to Ack Matching Report context is able to access and update the review information for Ack Matching Report, but expectation is only LQ Users should have this ability.",HIGH,Code API was modified in controller as per new data format in the database,10/2/2020,10/18/2020,12/6/2020,4.3,2,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,11,RTI1100,2216,Business Logic,Design,Legal Entity Group shows duplicate value in Money Transaction Export,HIGH,New files created for handling new data coming into the database,10/2/2020,11/20/2020,12/17/2020,2.2,2,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,11,RTI1100,2217,Business Logic,Design,There's no SME column in the Money Transaction Export,HIGH,Code was corrected after confirming the changes with developer,10/2/2020,11/16/2020,12/3/2020,2.2,2,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,11,RTI1100,2218,Business Logic,Environment,"Money Transaction Export has some amount dropping for all periods when filter is selected as ALL are manually selected in RADEE/RADE. If specific GDL is selected, amount is downloaded in the excel.",HIGH,Code was modified by adding new dependencies,10/2/2020,10/8/2020,10/15/2020,2.2,2,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,11,RTI1100,2219,Business Logic,Third Party,Legal Entity Group shows duplicate value in Money Transaction Export,HIGH,Code was corrected after confirming the changes with developer,10/2/2020,11/29/2020,1/18/2020,2.2,2,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,11,RTI1100,2220,Business Logic,Data,There's no SME column in the Money Transaction Export,HIGH,Code was modified by adding new dependencies,10/2/2020,11/14/2020,1/5/2020,2.2,2,1,0
1220,MERLIN,M15,RTM Management,160,Money Transaction Export,11,RTI1100,2221,Business Logic,Code,"Money Transaction Export has some amount dropping for all periods when filter is selected as ALL are manually selected in RADEE/RADE. If specific GDL is selected, amount is downloaded in the excel.",HIGH,Code was corrected after confirming the changes with developer,10/2/2020,10/13/2020,10/20/2020,2.2,2,1,0
